country,team_name,player_name,player_headshot_url,team_logo_url
China,{{PlayerTeamAuto}},Beyond,https://liquipedia.net/commons/images/0/07/Beyond_2021_CDEC.png,
Indonesia,,Bfl,,
United States,,Bgod,,
Philippines,{{PlayerTeamAuto}},Bhm,,
Ukraine,{{PlayerTeamAuto}},Bignum,https://liquipedia.net/commons/images/9/96/Bignum_2025_GamerLegion.png,
Vietnam,,Biryu,,
dk,,Biver,https://liquipedia.net/commons/images/2/2b/Biver_DreamLeague_S12.jpg,
Russia,,Bl00DAnGeL,https://liquipedia.net/commons/images/2/23/Bl00DAnGeL_StarLadder_StarSeries_Season_1.jpg,
Bolivia,,BlackSoul,,
Germany,,Blazemon,,
India,,BlizzarD,https://liquipedia.net/commons/images/2/2f/BlizzarD_ESL_One_Mumbai_2019.jpg,
Kyrgyzstan,{{PlayerTeamAuto}},Blizzy,https://liquipedia.net/commons/images/a/af/Blizzy_DL10.jpg,
United States,,Bloody Nine,,
Russia,,Blowyourbrain,https://liquipedia.net/commons/images/d/db/Blowyourbrain_ASUS_Open_2012.jpg,
Philippines,{{PlayerTeamAuto}},Bob,https://liquipedia.net/commons/images/b/be/Bob_2023_Execration.png,
China,,Bobo,,
China,{{PlayerTeamAuto}},BoBoKa,https://liquipedia.net/commons/images/2/26/BoBoKa_2026_Yakult_Brothers.png,
Russia,,Bobruha,,
Philippines,{{PlayerTeamAuto}},Bok,https://liquipedia.net/commons/images/e/ea/Bok_ESL_One_Manila_2016.jpg,
Ukraine,,Bombad1l,,
Vietnam,,Bombi,,
Romania,,BOne7,,
Czech Republic,{{PlayerTeamAuto}},BOOM,https://liquipedia.net/commons/images/8/81/BOOM_PGL_Wallachia_Season_1.jpg,
Thailand,{{PlayerTeamAuto}},Boombell,https://liquipedia.net/commons/images/3/30/Boombui_2023Q2_UD_Vessuwan.png,
Philippines,{{PlayerTeamAuto}},Boomy,https://liquipedia.net/commons/images/a/a1/Boomy_2021_Polaris_Esports.png,
Serbia,,BoraNija,https://liquipedia.net/commons/images/2/22/BoraNija_WePlay_ToW_Mad_Moon.jpg,
Canada,,Boris,https://liquipedia.net/commons/images/9/97/Boris_DL10.jpg,
Russia,{{PlayerTeamAuto}},Bottega,,
Russia,,Bowbowbow,,
Sweden,{{PlayerTeamAuto}},Boxi,https://liquipedia.net/commons/images/2/2e/Boxi_ESL_One_Kuala_Lumpur_2023.jpg,
United States,,Brax,https://liquipedia.net/commons/images/2/2f/Brax_StarLadder_Minor_S3.jpg,
Peru,,Braxie-,,
Malaysia,,BrayaNt,https://liquipedia.net/commons/images/8/84/BrayaNt_Fire_Dragoon.png,
Canada,,Brink,,
Canada,,Bryle,https://liquipedia.net/commons/images/9/9c/Bryle_ESL_One_Malaysia_2022.jpg,
Indonesia,,Bubu,https://liquipedia.net/commons/images/3/3c/482675_503102556403486_794636387_n.jpg,
Thailand,,BungsellRotee,https://liquipedia.net/commons/images/4/49/BungsellRotee_AMD_Dota_2_Pro_Series_2018.jpg,
China,{{PlayerTeamAuto}},ButterflyEffect,https://liquipedia.net/commons/images/9/9e/ButterflyEffect_PGL_Wallachia_Season_6.jpg,
Finland,,Buugi,https://liquipedia.net/commons/images/3/32/Buugi_ESL_Genting_2018.jpg,
Philippines,,BYB,,
Bulgaria,{{PlayerTeamAuto}},Bzm,,
Brazil,,C4t,https://liquipedia.net/commons/images/3/3b/C4t2.png,
United States,,Cak3z,,
Australia,,Calvin,,
Romania,{{PlayerTeamAuto}},CanceL^^,,
my,,Candyloon,,
Peru,{{PlayerTeamAuto}},Cara,,
Philippines,{{PlayerTeamAuto}},Carlo,https://liquipedia.net/commons/images/3/36/Carlo_2023_Execration.png,
France,,Carn,,
China,,Carrot,,
Australia,,Cas158,https://liquipedia.net/commons/images/d/da/Cas158_ESLAUNZD2S1Finals.jpg,
South Africa,{{PlayerTeamAuto}},Castaway,https://liquipedia.net/commons/images/4/4c/Castaway_WESG_2018.jpg,
China,,CatYou,,
Malaysia,{{PlayerTeamAuto}},CDR,https://liquipedia.net/commons/images/c/c3/CDR_2022_Phoenix_Gaming.png,
France,{{PlayerTeamAuto}},Ceb,https://liquipedia.net/commons/images/5/5e/7ckngMad_EPICENTER_Major_2019.jpg,
Russia,,Ceyler,https://liquipedia.net/commons/images/c/c0/Ceyler_ROG_MASTERS_2017.jpg,
Peru,{{PlayerTeamAuto}},CHAAANNN,,
Singapore,,Chains,,
China,,Chalice,https://liquipedia.net/commons/images/a/ac/Chalice_EPICENTER_Major_2019.jpg,
China,,ChaoYue,,
Russia,,Chappie,https://liquipedia.net/commons/images/d/d5/Chappie_2021_Team_Empire.png,
Sweden,,Charlie,,
Singapore,,Chawy,,
United States,,Chen (American player),,
Sweden,,Chessie,https://liquipedia.net/commons/images/a/ab/Chessie_ESL_One_Manila_2016.jpg,
Singapore,,Chibix,,
Russia,{{PlayerTeamAuto}},CHIRA JUNIOR,,
Serbia,{{PlayerTeamAuto}},ChodΣX,,
China,,Chola,,
Sweden,,Chrillee,,
Peru,,Chris Luck,https://liquipedia.net/commons/images/7/7c/Chris_Luck_The_International_2023.jpg,
Belarus,,Chshrct,,
Malaysia,,ChYuaN,https://liquipedia.net/commons/images/9/9f/ChYuan_The_International_2021.jpg,
Russia,,Ck (Russian player),,
Russia,{{PlayerTeamAuto}},Cloud,https://liquipedia.net/commons/images/1/1b/Cloud_2024_1win.png,
Philippines,{{PlayerTeamAuto}},Cml,,
Russia,{{PlayerTeamAuto}},Collapse,https://liquipedia.net/commons/images/1/1d/Collapse_2025_Team_Spirit.jpg,
Romania,,ComeWithMe,https://liquipedia.net/commons/images/5/5a/ComeWithMe_RaidCall_EMS_One_Spring_Season.jpg,
China,,Cookie bear,,
Russia,,Cooman,https://liquipedia.net/commons/images/1/1a/Cooman_WePlay%21_Tug_of_War_Mad_Moon_2020.jpg,
Germany,{{PlayerTeamAuto}},Copy,https://liquipedia.net/commons/images/6/63/Copy_PGL_Wallachia_Season_1.jpg,
United States,,Corey (American player),,
Brazil,{{PlayerTeamAuto}},Costabile,https://liquipedia.net/commons/images/2/22/Costabile_2024_PGL_Wallachia_Season_2.jpg,
